The Weeknd,rnb,Charlie Puth,pop,4
The Weeknd,rnb,Avicii,electronic,8
The Weeknd,rnb,Shawn Mendes,pop,2
The Weeknd,rnb,Daft Punk,electronic,13
The Weeknd,rnb,Kendrick Lamar,hip-hop,5
The Weeknd,rnb,Major Lazer,electronic,13
The Weeknd,rnb,Pink Floyd,classic rock,10
The Weeknd,rnb,Led Zeppelin,classic rock,10
The Weeknd,rnb,Red Hot Chili Peppers,rock,12
The Weeknd,rnb,Queen,classic rock,14
The Weeknd,rnb,Metallica,metal,7
The Weeknd,rnb,Nirvana,grunge,10
The Weeknd,rnb,U2,rock,5
The Weeknd,rnb,Guns N' Roses,hard rock,4
The Weeknd,rnb,Green Day,punk rock,4
The Weeknd,rnb,The Rolling Stones,classic rock,9
The Weeknd,rnb,Arctic Monkeys,indie rock,9
The Weeknd,rnb,AC/DC,hard rock,2
The Weeknd,rnb,John Mayer,acoustic,4
The Weeknd,rnb,Foo Fighters,rock,5
The Weeknd,rnb,Hans Zimmer,instrumental,2
The Weeknd,rnb,The Doors,classic rock,3
